No.,Trigpoint Name,TP:UK Reference & Link,Trig Type,Condition,Height (m),Grid Ref
400,Weston Down,TP6845,Pillar,Good,147.5,SU5111143303
401,Weston,TP6844,Pillar,Good,121.5,ST7219666312
402,Weston,TP6843,Pillar,Good,164.0,SY1698588206
403,Westmuir,TP6842,Pillar,Good,152.6,NO0264121072
404,Westfield House,TP6841,Pillar,Slightly damaged,53.4,NZ3220607548
405,Westfield,TP6840,Pillar,Good,4.2,SU9535401719
406,Westfield,TP6839,Pillar,Good,109.6,TA0249264486
407,Westernhope Moor,TP6838,Pillar,Damaged,675.7,NY9231332559
408,Western Common,TP6837,Pillar,Good,493.5,SS7323936808
409,Westerkeith Hill,TP6836,Pillar,Good,353.1,NO2810237820
410,Westerhope,TP6835,Pillar,Good,131.8,NZ1885966895
411,Westerfield Hill,TP6834,Pillar,Remains,54.6,TM1716048356
412,Wester Ulston,TP6833,Pillar,Good,174.0,NT6672222055
413,Wester Softlaw,TP6832,Pillar,Good,164.1,NT7420930055
414,Wester Dod,TP6831,Pillar,Good,0.0,NT7117468156
415,Wester Craiglockhart Hill,TP6830,Pillar,Good,175.6,NT2282770062
416,Wester Cockairney,TP6829,Pillar,Good,163.8,NT0953099829
417,Wester Balgedie,TP6828,Pillar,Good,151.7,NO1663604033
418,Westcott Farm,TP6827,Pillar,Good,335.9,SX7878986376
419,Westcott Aerodrome,TP6826,Pillar,Good,85.4,SP7107617564
420,Westbury Beacon,TP6825,Pillar,Good,269.4,ST4999950778
421,West Wellow,TP6824,Pillar,Good,45.2,SU2846518836
422,West View,TP6823,Pillar,Good,140.6,SD5062760610
423,West Schurroch,TP6821,Pillar,Good,244.0,NO3176454167
424,West Sandwick,TP6820,Pillar,Good,44.8,HU4438787324
425,West Nab,TP6819,Pillar,Good,500.5,SE0764408792
426,West Moor Cliff,TP6818,Pillar,Good,85.3,SS0340998078
427,West Mains Hill,TP6817,Pillar,Good,289.4,NO3151837660
428,West Loch,TP6816,Pillar,Good,306.5,NT2514551790
429,West Knoyle Tumulus,TP6815,Pillar,Slightly damaged,228.2,ST8656732734
430,West House Field,TP6813,Pillar,Good,82.2,NZ3562724637
431,West Hills,TP6812,Pillar,Good,197.7,NO5352244737
432,West Hill,TP6811,Pillar,Good,198.2,SU0069935322
433,West Hill,TP6810,Pillar,Good,132.2,NX9322874645
434,West Harting Down,TP6809,Pillar,Damaged,215.9,SU7621918704
435,West Fen,TP6807,Pillar,Good,2.8,TF2821152428
436,West End Moor,TP6806,Pillar,Good,505.0,SK1287893255
437,West End,TP6805,Pillar,Good,46.7,SJ6753054681
438,West Down Beacon,TP6804,Pillar,Good,129.8,SY0453781121
439,West Cairngillan,TP6803,Pillar,Slightly damaged,128.1,NS4303625873
440,West Cairn Hill,TP6802,Pillar,Damaged,562.4,NT1072958401
441,West Beech,TP6801,Pillar,Good,160.1,SJ8289600397
442,West Bank Resr,TP6800,Pillar,Good,128.2,NT4390471859
443,Wern-Llaeth,TP6799,Pillar,Good,177.0,SN5156364781
444,Werneth Low,TP6798,Pillar,Good,242.9,SJ9549392267
445,Wentwood,TP6796,Pillar,Good,309.1,ST4113294304
446,Wembury,TP6794,Pillar,Good,110.3,SX5253251441
447,Wellingham,TP6793,Pillar,Moved,81.0,TF8718821433
448,Well Hill,TP6792,Pillar,Good,186.9,TQ4970463097
449,Welford Hill,TP6791,Pillar,Good,82.4,SP1504350542
450,Welby,TP6790,Pillar,Good,114.1,SK9737339209
451,Weighton Wold,TP6789,Pillar,Good,146.8,SE9107741626
452,Weets Hill,TP6788,Pillar,Slightly damaged,397.0,SD8571044853
453,Weekley Hall Wood,TP6787,Pillar,Good,111.4,SP8785281860
454,Weedon Hill,TP6786,Pillar,Good,162.3,SP6179758202
455,Wee Queensberry,TP6785,Pillar,Good,512.1,NX9847197848
456,Wee Craig,TP6784,Pillar,Good,147.5,NX6729778190
457,Weddington Hill,TP6783,Pillar,Good,126.6,SP4069057848
458,Webscott,TP6782,Pillar,Good,131.4,SJ4776222921
459,Weavers Down,TP6781,Pillar,Good,155.4,SU8127130521
460,Weaver Hill,TP6780,Pillar,Good,371.2,SK0945446389
461,Waytown,TP6779,Pillar,Good,120.3,SS5777433654
462,Wavering Down,TP6778,Pillar,Good,210.9,ST4069955900
463,Waukmilton,TP6777,Pillar,Good,67.3,NS9781177918
464,Wauk Hill,TP6776,Pillar,Good,357.5,NX8412490943
465,Wattons Green,TP6775,Pillar,Good,81.1,TQ5295795125
466,Watsons Pike,TP6774,Pillar,Good,447.5,NY8915252788
467,Waterstein Head,TP6773,Pillar,Slightly damaged,296.3,NG1456747089
468,Watership Down,TP6772,Pillar,Good,237.6,SU4951356810
469,Watermans Field,TP6771,Pillar,Good,83.5,SU3612131807
470,Waterland Farm,TP6770,Pillar,Good,86.5,TQ1219333973
471,Water Grove,TP6769,Pillar,Good,304.8,SD9189517617
472,Water Crag,TP6768,Pillar,Good,668.1,NY9285304619
473,Watchwood,TP6767,Pillar,Good,102.0,SK5990951290
474,Watch House,TP6766,Pillar,Good,151.4,HU4674757631
475,Watch Hill,TP6764,Pillar,Good,36.0,NY2029766203
476,Watch Crags,TP6763,Pillar,Good,291.1,NY7867682070
477,Washingwells,TP6762,Pillar,Good,43.7,NH9340556745
478,Warton Crag,TP6761,Pillar,Good,163.1,SD4918372786
479,Warthill Farm,TP6760,Pillar,Good,88.1,HY5254501257
480,Warth Hill,TP6759,Pillar,Good,124.1,ND3711869865
481,Wart Hill,TP6758,Pillar,Good,324.3,SO4006384761
482,Warsetter,TP6757,Pillar,Good,65.5,HY6302137724
483,Warsett Hill,TP6756,Pillar,Good,166.7,NZ6921021428
484,Warridge Lodge,TP6755,Pillar,Good,116.1,SO9321571131
485,Warren Hill,TP6754,Pillar,Good,83.1,TL6592263387
486,Warren Hill,TP6753,Pillar,Good,36.5,SZ1701690705
487,Warren Hill,TP6752,Pillar,Slightly damaged,63.7,TF1901479049
488,Warren Hill,TP6751,Pillar,Good,108.5,SK6162455878
489,Warren Farm,TP6750,Pillar,Good,84.1,ST0456443373
490,Warren Farm,TP6749,Pillar,Good,158.3,SP6032842395
491,Warren Corner,TP6748,Pillar,Good,246.5,SU7267927866
492,Warnham,TP6746,Pillar,Damaged,88.8,TQ1554434190
493,Warnell Fell,TP6745,Pillar,Good,302.9,NY3379841243
494,Warminster Bottom,TP6744,Pillar,Good,189.4,ST9824250649
495,Warley Resr,TP6743,Pillar,Good,236.6,SP0091685718
496,Warlaw Pike,TP6742,Pillar,Good,402.0,NY9456853469
497,Warkton Resr,TP6741,Pillar,Good,106.7,SP8959979022
498,Wards Stone,TP6740,Pillar,Good,559.9,SD5858758544
499,Wardlow,TP6739,Pillar,Good,370.6,SK1785173972
500,Wardlaw Hill,TP6737,Pillar,Good,145.9,NS3593832775
501,Warden Tunnel,TP6736,Pillar,Good,84.5,TL1142744509
502,Warden Hill,TP6734,Pillar,Good,195.3,TL0910126055
503,Warden Hill,TP6733,Pillar,Good,113.0,TF3463273599
504,Warden Hill,TP6732,Pillar,Good,179.5,NY9047567824
505,Ward Of Grimsetter,TP6731,Pillar,Good,97.7,HP5382600737
506,Ward Hill,TP6730,Pillar,Good,187.8,SO6786148628
507,Ward Hill,TP6729,Pillar,Good,479.2,HY2287602249
508,Ward Hill,TP6728,Pillar,Good,86.2,HU3881612414
509,Warbstow,TP6726,Pillar,Good,256.8,SX1945690432
510,Warb Law,TP6725,Pillar,Slightly damaged,275.5,NY3584283073
511,Wangie Hill,TP6724,Pillar,Good,319.1,NJ1366553741
512,Wangford Warren,TP6723,Pillar,Good,53.3,TL7839081833
513,Wamford Cross,TP6722,Pillar,Good,205.0,SS6934521191
514,Waltonhurst,TP6721,Pillar,Slightly damaged,136.8,SJ8495027606
515,Walton Lane,TP6720,Pillar,Good,39.1,SE3518617763
516,Walton Grounds,TP6719,Pillar,Good,147.0,SP5224834549
517,Walton East,TP6717,Pillar,Good,150.4,SN0245423837
518,Walson Barton,TP6716,Pillar,Good,165.4,SS7391500648
519,Walsgrave Hill,TP6715,Pillar,Good,92.9,SP3927780612
520,Walreddon,TP6714,Pillar,Damaged,171.5,SX4842571712
521,Walpole St Peters,TP6713,Pillar,Good,2.7,TF5020316622
522,Walmsgate,TP6712,Pillar,Damaged,80.2,TF3747377774
523,Walls Hill,TP6711,Pillar,Good,0.0,SX9321265080
524,Wallers Ash,TP6710,Pillar,Good,113.6,SU4936736438
525,Wallaton,TP6709,Pillar,Good,184.4,SX7871548502
526,Wallaford Down,TP6708,Pillar,Good,291.5,SX7055365885
527,Wallacestone,TP6707,Pillar,Good,155.0,NS9188777103
528,Walkington,TP6706,Pillar,Good,105.7,SE9708037324
529,Walk Farm,TP6705,Pillar,Good,0.0,TF0097511420
530,Walk Farm,TP6704,Pillar,Good,16.2,TF0736876935
531,Walesby Top,TP6703,Pillar,Good,161.4,TF1510793107
532,Walderton Down,TP6702,Pillar,Moved,0.0,SU7945409914
533,Walcotefield,TP6701,Pillar,Good,152.9,SP5741981796
534,Wake Arms,TP6700,Pillar,Good,112.2,TQ4271999519
535,Wain Hill,TP6698,Pillar,Good,244.0,SP7736700820
536,Waen Oer,TP6697,Pillar,Good,670.3,SH7855314781
537,Wadswick,TP6696,Pillar,Good,137.7,ST8442467728
538,Waden Hill,TP6695,Pillar,Good,191.8,SU1040669180
539,Waddon Hill,TP6694,Pillar,Good,120.6,SP2466041069
540,Waddles Down,TP6693,Pillar,Good,248.6,SX8655994695
541,Waddesdon Hill,TP6692,Pillar,Good,146.9,SP7584915366
542,Vishall Hill,TP6691,Pillar,Good,89.5,HY3870325058
543,Viewly Hill,TP6690,Pillar,Good,67.8,SE4000486059
544,View Field,TP6689,Pillar,Good,153.1,SD5266667057
545,Vicars Allotment,TP6688,Pillar,Good,372.8,SE0140550911
546,Vestra Fiold,TP6687,Pillar,Good,127.7,HY2414722181
547,Verdley,TP6686,Pillar,Good,180.1,SU8960425369
548,Venhay Down,TP6685,Pillar,Good,240.1,SS7889519312
549,Ven Law,TP6684,Pillar,Good,286.5,NT2556941064
550,Veldt House,TP6683,Pillar,Good,67.9,SO6686134202
551,Veester Hill,TP6682,Pillar,Good,257.0,HU4139026731
552,Vaul,TP6681,Pillar,Good,23.8,NM0458449053
553,Vatches Farm,TP6680,Pillar,Good,94.8,SP8644812209
554,Varneys Wood,TP6679,Pillar,Slightly damaged,0.0,TL0535710160
555,Van Hill,TP6678,Pillar,Good,481.9,SN9311688498
556,Valla Field,TP6677,Pillar,Good,216.1,HP5846207867
557,Vaila Isle,TP6676,Pillar,Good,80.8,HU2280645866
558,Urrall Fell,TP6675,Pillar,Good,185.6,NX2896870003
559,Urishay Common,TP6674,Pillar,Good,329.0,SO3112237122
560,Upton Cow Down,TP6672,Pillar,Good,199.5,ST8787049209
561,Upton,TP6670,Pillar,Slightly damaged,18.5,SK8717586986
562,Upton,TP6669,Pillar,Good,104.7,SP3593598816
563,Uppingham,TP6668,Pillar,Good,163.5,SP8512098887
564,Upper Riddings,TP6667,Pillar,Good,154.0,SJ6910401137
565,Upper Oliver Dod,TP6666,Pillar,Good,490.1,NT0897525444
566,Upper Norton Farm,TP6665,Pillar,Good,216.7,SO6806158445
567,Upper Hollicott,TP6663,Pillar,Good,178.3,SO6809390631
568,Upper Heath,TP6662,Pillar,Good,187.8,SO5428962712
569,Upper Hartsay,TP6661,Pillar,Good,146.8,SK3815050437
570,Upper Farmcote,TP6660,Pillar,Good,140.5,SO7715091656
571,Upper Edwards Hall,TP6659,Pillar,Good,46.6,TQ8352489493
572,Upper Eaton,TP6658,Pillar,Good,156.9,SK1130136088
573,Upper Blainslie,TP6657,Pillar,Good,274.6,NT5335043325
574,Upper Benefield,TP6656,Pillar,Good,92.6,SP9701289409
575,Unity Farm,TP6655,Pillar,Good,17.2,ST2943154101
576,Under-The-Hill,TP6653,Pillar,Good,19.2,SD3577932564
577,Under Bolton,TP6652,Pillar,Good,93.0,NT5056570352
578,Ulpha Fell,TP6651,Pillar,Good,46.9,SD4507182123
579,Uiseval,TP6650,Pillar,Good,335.3,NG2218498813
580,Uisaed,TP6649,Pillar,Good,11.5,NR6275320804
581,Uckfield Quarry,TP6648,Pillar,Good,63.9,TQ4743619939
582,Uamh Bheag,TP6647,Pillar,Good,662.6,NN6961011756
583,Ty-Wilson,TP6646,Pillar,Good,158.8,ST4137799109
584,Tyrie Farm,TP6645,Pillar,Slightly damaged,74.6,NT2660789447
585,Tyrebagger,TP6644,Pillar,Good,250.5,NJ8443712681
586,Ty'N-Y-Pistyll,TP6643,Pillar,Good,470.6,SH9894746975
587,Ty-Newydd,TP6642,Pillar,Good,160.9,SM9958527211
588,Tyn Llwyn,TP6641,Pillar,Good,203.8,SN6170271821
589,Tyle-Du,TP6640,Pillar,Good,109.3,SN6225300577
590,Tylau,TP6639,Pillar,Good,148.6,SO2110140748
591,Tyersal,TP6638,Pillar,Good,185.7,SE1973031794
592,Tyddyn-Amlwg,TP6637,Pillar,Good,414.2,SH9906615950
593,Tyddyn Isaf,TP6636,Pillar,Good,44.5,SJ1096861481
594,Twyn-Y-Gaer,TP6634,Pillar,Good,366.9,SN9898228076
595,Twyn Mwyalchod,TP6633,Pillar,Good,0.0,SO0216817614
596,Twyn Henwen,TP6632,Pillar,Good,382.9,SN8462230023
597,Twyn Carn-Glen,TP6631,Pillar,Slightly damaged,0.0,SS9863690591
598,Twyn Brynbychan,TP6630,Pillar,Good,412.4,ST0632398915
599,Twt Hill,TP6628,Pillar,Good,60.7,SH4822263033
600,Twmbarlwm,TP6626,Pillar,Slightly damaged,0.0,ST2419792602
601,Twin Law,TP6625,Pillar,Good,446.8,NT6242854794
602,Twerton Hill,TP6624,Pillar,Good,141.3,ST7249163326
603,Twelve Acres,TP6622,Pillar,Good,183.4,SS3736612318
604,Tuthill Quarry,TP6621,Pillar,Damaged,163.5,NZ3874843017
605,Turnlaw,TP6620,Pillar,Good,162.3,NS6458258267
606,Turnhouse,TP6619,Pillar,Good,77.6,NT1704274325
607,Turnaichaidh,TP6618,Pillar,Good,170.1,NR2197962552
608,Turin Hill,TP6617,Pillar,Good,252.0,NO5146753549
609,Turf Hill,TP6616,Pillar,Good,120.2,SU8808361703
610,Turf Fen,TP6615,Pillar,Good,1.5,TF3427405609
611,Tur Mor,TP6614,Pillar,Slightly damaged,108.8,NM5570645729
612,Tunstall Hills,TP6613,Pillar,Slightly damaged,0.0,NZ3917054475
613,Tunstall,TP6612,Pillar,Toppled,25.8,TA2982533763
614,Tunnel How Hill,TP6611,Pillar,Good,137.7,SE2933038464
615,Tump Farm,TP6610,Pillar,Slightly damaged,246.6,SO3387733501
616,Tulloch Wood,TP6608,Pillar,Good,364.5,NJ3394442574
617,Tulloch Hill,TP6607,Pillar,Good,254.0,NJ0972155917
618,Tulloch,TP6606,Pillar,Good,180.1,NJ8027531297
619,Tullibardine,TP6605,Pillar,Good,196.2,NN8899511924
620,Tuliemet Hill,TP6604,Pillar,Good,534.0,NO0331856854
621,Tulach Hill,TP6603,Pillar,Good,470.4,NN8596664018
622,Tudhope Hill,TP6602,Pillar,Good,599.5,NY4307899111
623,Tuddenham,TP6600,Pillar,Good,31.8,TL7504070319
624,Tuckers Cross,TP6599,Pillar,Good,149.0,ST6129417829
625,Tuach Hill,TP6598,Pillar,Good,83.5,NJ7965715551
626,Trusta,TP6597,Pillar,Good,321.0,NO7816486837
627,Trundle Hill,TP6596,Pillar,Good,206.3,SU8776611034
628,Truleigh Hill,TP6595,Pillar,Good,216.1,TQ2257310819
629,Trowieglen,TP6594,Pillar,Good,399.9,ND2397698469
630,Trow Down,TP6593,Pillar,Moved,243.6,ST9714321717
631,Troves,TP6592,Pillar,Good,57.2,NJ2416259966
632,Trotton,TP6591,Pillar,Good,61.8,SU8447322122
633,Trostrey Hill,TP6590,Pillar,Good,199.7,SO3691705186
634,Troed Rhiw Felen,TP6589,Pillar,Slightly damaged,233.5,SN7863233515
635,Tristford,TP6588,Pillar,Good,164.8,SX7745759486
636,Triple Plantation,TP6587,Pillar,Good,143.1,SU1788250483
637,Trink Hill,TP6586,Pillar,Good,211.8,SW5048937161
638,Trichrug,TP6585,Pillar,Good,415.2,SN6988822918
639,Tre-Wrdan Farm,TP6584,Pillar,Good,186.7,SN0927043246
640,Trewannion Down,TP6583,Pillar,Good,307.8,SX1472588475
641,Trethingy,TP6581,Pillar,Good,100.9,SW5776936389
642,Tresham,TP6580,Pillar,Good,206.5,ST7984791765
643,Tres Ness,TP6579,Pillar,Good,7.6,HY7109037539
644,Trendrine Hill,TP6577,Pillar,Good,247.7,SW4787638758
645,Trelleck,TP6576,Pillar,Good,306.8,SO5121605376
646,Trelill Beacon,TP6575,Pillar,Good,161.2,SX0483377928
647,Tregonning Hill,TP6573,Pillar,Good,194.1,SW5992430040
648,Tregellast,TP6572,Pillar,Good,104.1,SW7952520352
649,Tregearedown,TP6571,Pillar,Moved,219.3,SX2506886822
650,Tregainlands,TP6570,Pillar,Slightly damaged,117.0,SX0382968463
651,Tredunnock,TP6569,Pillar,Good,135.9,ST3656094226
652,Trecastle,TP6568,Pillar,Slightly damaged,801.9,SN8253321792
653,Trecarrell,TP6567,Pillar,Good,185.6,SX3136178477
654,Treborough Common,TP6566,Pillar,Good,411.9,ST0048635111
655,Tre-Arddur,TP6565,Pillar,Good,27.8,SH2527580197
656,Trawsallt,TP6564,Pillar,Good,592.8,SN7876069979
657,Traprain Law,TP6563,Pillar,Good,220.9,NT5816674662
658,Transit Meridian,TP6562,Pillar,Good,31.1,TQ6453210678
659,Trannon,TP6561,Pillar,Good,488.6,SN9215097349
660,Toy Top,TP6560,Pillar,Good,208.2,NZ2095422951
661,Toxside Hill,TP6559,Pillar,Slightly damaged,299.8,NT2841154284
662,Towthorpe,TP6557,Pillar,Good,20.4,SE6366058480
663,Townhead,TP6556,Pillar,Slightly damaged,194.1,NT5515068652
664,Town Hill,TP6555,Pillar,Good,320.3,SO2159495704
665,Tower View,TP6553,Pillar,Good,264.9,SP1576632161
666,Tower Hill,TP6552,Pillar,Good,171.8,SU2418438068
667,Tow Scar,TP6551,Pillar,Good,383.1,SD6846976003
668,Touchen End,TP6550,Pillar,Good,41.5,SU8752876568
669,Totridge Fell,TP6549,Pillar,Slightly damaged,496.8,SD6347248733
670,Totley,TP6548,Pillar,Good,233.7,SK3034479652
671,Tosson Hill,TP6547,Pillar,Good,442.0,NZ0048298246
672,Tosside,TP6546,Pillar,Good,276.3,SD7685356414
673,Toscaig,TP6545,Pillar,Good,114.9,NG7071338714
674,Torry Hill Park,TP6543,Pillar,Good,150.4,TQ9064557301
675,Torrisholme Barrow,TP6542,Pillar,Damaged,40.9,SD4597064246
676,Torrans,TP6541,Pillar,Good,58.4,NM4819325126
677,Torran Turach,TP6540,Pillar,Good,227.7,NS0096570647
678,Torr Righ Mor,TP6539,Pillar,Good,137.1,NR8885431008
679,Torr Dhamh,TP6538,Pillar,Good,293.2,NM9071925072
680,Torr A Chruidh,TP6537,Pillar,Slightly damaged,65.5,NG3666456218
681,Torr A Choiltreich / Great Glen Project Station J,TP6536,Pillar,Good,117.6,NH3692107554
682,Tornamean,TP6535,Pillar,Good,458.4,NJ6802803609
683,Torlum,TP6534,Pillar,Good,393.8,NN8190519229
684,Torfichen Hill,TP6533,Pillar,Slightly damaged,460.6,NT3363453263
685,Torbant,TP6532,Pillar,Good,133.4,SM8499730866
686,Tor Wood,TP6531,Pillar,Good,106.9,NS8254984740
687,Tor of Craigoch,TP6530,Pillar,Good,125.1,NX0084864656
688,Tor Hill,TP6529,Pillar,Good,64.3,SX9098164441
689,Top Trespass,TP6527,Pillar,Good,72.3,TL0067884602
690,Top Tax,TP6526,Pillar,Good,152.9,SO6887370060
691,Top Of Buck,TP6525,Pillar,Good,721.8,NJ4121723393
692,Top Of Airidh,TP6524,Pillar,Good,476.7,NR7788868410
693,Top Farm,TP6523,Pillar,Good,57.1,SK6742176154
694,Top End,TP6522,Pillar,Good,249.6,SK3277493608
695,Top Bank,TP6521,Pillar,Good,292.6,SN6734690932
696,Toot Hill,TP6520,Pillar,Slightly damaged,125.3,SU1199783411
697,Ton-Fanau,TP6519,Pillar,Good,178.0,SH5741003580
698,Tomtain,TP6518,Pillar,Good,453.7,NS7212081403
699,Toms Cairn,TP6517,Pillar,Good,310.3,NO6159594341
700,Tomont Hill,TP6516,Pillar,Slightly damaged,504.1,NS9809312546
701,Tomkyns,TP6515,Pillar,Good,74.7,TQ5697789519
702,Tom Uaine,TP6514,Pillar,Good,71.3,NR5298386500
703,Tom Smiths,TP6513,Pillar,Damaged,262.6,SE5681581469
704,Tom Jollys,TP6512,Pillar,Good,155.6,SP2022508798
705,Tom Bailgeann,TP6511,Pillar,Good,464.2,NH5884029480
706,Tom Ard,TP6510,Pillar,Good,124.8,NM8820533066
707,Tom A Mhinisteir,TP6509,Pillar,Good,66.2,NB3727952351
708,Tom A Mhile,TP6508,Pillar,Good,72.0,NB4392457339
709,Tolsford Hill,TP6507,Pillar,Good,181.8,TR1599738442
710,Tolldown Resr,TP6506,Pillar,Good,206.3,ST7519277732
711,Toll Creagach,TP6505,Pillar,Slightly damaged,0.0,NH1944528295
712,Toke Farm,TP6504,Pillar,Good,61.4,TQ8744616500
713,Todrig,TP6503,Pillar,Good,206.9,NT7068643123
714,Toddun,TP6502,Pillar,Good,528.5,NB2102702963
715,Toddington,TP6501,Pillar,Good,7.0,TQ0464203374
716,Tittle Path Hill,TP6500,Pillar,Good,242.0,ST8925625628
717,Tittesworth Farm,TP6499,Pillar,Good,237.6,SK0040358328
718,Titterstone Clee,TP6498,Pillar,Slightly damaged,533.6,SO5913877950
719,Titlington Pike,TP6497,Pillar,Good,233.5,NU0875115996
720,Tirga More,TP6496,Pillar,Damaged,679.4,NB0555011509
721,Tirfergus Hill,TP6495,Pillar,Good,260.6,NR6645517226
722,Tiretigan,TP6494,Pillar,Good,182.5,NR7229362716
723,Tiptree Hill,TP6493,Pillar,Remains,58.8,TQ8734167217
724,Tippet Craig,TP6492,Pillar,Good,185.3,NS8274076360
725,Tinto,TP6491,Pillar,Slightly damaged,707.4,NS9527934372
726,Tinnis Hill,TP6489,Pillar,Good,404.5,NY4309185457
727,Tingley Hall,TP6488,Pillar,Moved,153.4,SE2806126116
728,Tinely Moor,TP6487,Pillar,Good,150.9,NU1620223665
729,Tillyrie Hill,TP6486,Pillar,Good,331.9,NO1054407983
730,Tillylair,TP6485,Pillar,Good,248.7,NO6427694302
731,Tillygreig,TP6484,Pillar,Good,186.4,NJ8782022562
732,Tighvein,TP6482,Pillar,Good,458.4,NR9977727414
733,Tighnacarn,TP6481,Pillar,Good,118.3,NH5960257945
734,Tidnock,TP6480,Pillar,Good,137.7,SJ8719168396
735,Tidenham Park,TP6479,Pillar,Good,217.6,ST5555499229
736,Tidbury Ring,TP6478,Pillar,Good,113.9,SU4597442973
737,Tibthorpe,TP6477,Pillar,Good,77.5,SE9626456132
738,Tibberton,TP6476,Pillar,Good,77.1,SJ6921119575
739,Tibbermore,TP6475,Pillar,Good,78.8,NO0567122947
740,Thurstaston Common,TP6474,Pillar,Good,91.1,SJ2453184658
741,Thurnham Court Estate,TP6473,Pillar,Good,198.6,TQ8058758461
742,Thurlby,TP6472,Pillar,Slightly damaged,58.0,TF0810017082
743,Thurgarton Quarters,TP6471,Pillar,Slightly damaged,100.4,SK6618451165
744,Thunders Barrow,TP6470,Pillar,Good,121.2,TQ2348307861
745,Thruxton Down,TP6469,Pillar,Slightly damaged,174.0,SU2464945313
746,Three Horseshoes,TP6468,Pillar,Good,345.0,SO6037282050
747,Three Brethren,TP6467,Pillar,Good,464.8,NT4327931934
748,Three Barrows,TP6466,Pillar,Good,461.2,SX6532762574
749,Thorpe Morieux,TP6465,Pillar,Good,97.7,TL9395654801
750,Thorpe Lodge Farm,TP6464,Pillar,Good,183.5,SP5209844312
751,Thorpe Fell,TP6463,Pillar,Damaged,506.3,SE0085059689
752,Thorpe,TP6462,Pillar,Good,116.7,SE3115127039
753,Thornyslack,TP6461,Pillar,Good,214.2,SD5271298307
754,Thorny Hill,TP6460,Pillar,Good,184.9,NU1003400818
755,Thorny Gale,TP6459,Pillar,Good,290.5,NY8251713913
756,Thornton House,TP6458,Pillar,Good,156.0,NZ1002286760
757,Thornton Hill,TP6457,Pillar,Good,158.0,NS5969654420
758,Thornton Grange,TP6456,Pillar,Good,160.1,SE1847187868
759,Thornton,TP6455,Pillar,Good,195.3,SD8972748071
760,Thornton,TP6454,Pillar,Good,216.0,NT1262693464
761,Thorns,TP6453,Pillar,Good,15.6,SZ3889797680
762,Thornlybank Hill,TP6452,Pillar,Good,277.1,NS3353463810
763,Thornhill,TP6451,Pillar,Slightly damaged,123.8,SP0551456338
764,Thornham,TP6450,Pillar,Good,49.4,TF7243342122
765,Thorner Moor,TP6449,Pillar,Good,110.0,SE3965940490
766,Thornehill Head,TP6448,Pillar,Good,195.7,SS4123216297
767,Thorndon,TP6447,Pillar,Good,208.5,SX4037393963
768,Thornbank,TP6446,Pillar,Good,67.7,NY0760202279
769,Thorn Hill,TP6445,Pillar,Good,106.6,SP3920589802
770,Thorcaill,TP6444,Pillar,Good,4.9,NM6661142303
771,Thome Hill,TP6443,Pillar,Good,236.5,NX2304889507
772,Thistle Green,TP6442,Pillar,Good,544.4,NY8421128769
773,Thirl Moor,TP6441,Pillar,Good,557.8,NT8059308362
774,Thirkleby Wold,TP6440,Pillar,Good,156.6,SE9299568058
775,Thievesdale,TP6439,Pillar,Moved,39.6,SK6264582473
776,Thieveley Pike,TP6438,Pillar,Good,449.2,SD8717627119
777,Thiefs Hill,TP6437,Pillar,Good,250.2,NJ3608954436
778,Thiefgate,TP6436,Pillar,Good,146.7,SE2439581097
779,Therfield,TP6435,Pillar,Good,167.9,TL3318437242
780,The Wiss,TP6434,Pillar,Damaged,589.5,NT2645520625
781,The Weets,TP6433,Pillar,Good,414.0,SD9256863202
782,The Wart,TP6432,Pillar,Good,61.0,ND4334093578
783,The Warren (Glamis),TP6431,Pillar,Good,67.2,NO3846649149
784,The Warren,TP6430,Pillar,Good,467.3,SN9754347377
785,The Smatcher,TP6429,Pillar,Good,425.8,SO2141059867
786,The Slacks,TP6428,Pillar,Good,365.8,NS4674975185
787,The Scalp,TP6427,Pillar,Good,487.7,NJ3669536980
788,The Saddle,TP6426,Pillar,Good,1010.4,NG9348213070
789,The Roundie,TP6425,Pillar,Good,159.0,NO3515433756
790,The Rough,TP6424,Pillar,Good,315.8,SD7618837986
791,The Rock,TP6423,Pillar,Good,182.6,SD9437902701
